Ticker,Description,Sector,Industry,Market Capitalization
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
URA,Global X Uranium ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KNGS,UPHOLDINGS Compound Kings ETF,Miscellaneous,Investment Trusts/Mutual Funds,
STBL,DriveWealth Steady Saver ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IEFA,iShares Core MSCI EAFE ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBTB,iShares iBonds Dec 2022 Term Treasury ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FSZ,First Trust Switzerland AlphaDEX Fund,Miscellaneous,Investment Trusts/Mutual Funds,
WIZ,Merlyn.AI Bull-Rider Bear-Fighter ETF,Miscellaneous,Investment Trusts/Mutual Funds,
QJUN,FT Cboe Vest Nasdaq-100 Buffer ETF June,Miscellaneous,Investment Trusts/Mutual Funds,
IWL,iShares Russell Top 200 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
XDJL,Innovator U.S. Equity Accelerated ETF - July,Miscellaneous,Investment Trusts/Mutual Funds,
KOCG,FIS Knights of Columbus Global Belief ETF,Miscellaneous,Investment Trusts/Mutual Funds,
YSEP,FT Cboe Vest International Equity Buffer ETF - September,Miscellaneous,Investment Trusts/Mutual Funds,
EMGF,iShares MSCI Emerging Markets Multifactor ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HTAB,Hartford Schroders Tax-Aware Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
TPSC,Timothy Plan US Small Cap Core ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FENY,Fidelity MSCI Energy Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BYLD,iShares Yield Optimized Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VOX,Vanguard Communication Services ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HMOP,Hartford Municipal Opportunities ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PQIN,PGIM QMA Strategic Alpha International Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PBJ,Invesco Dynamic Food & Beverage ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ILCV,iShares Morningstar Large-Cap Value ETF,Miscellaneous,Investment Trusts/Mutual Funds,
TBJL,Innovator 20 Year Treasury Bond 9 Buffer ETF - July,Miscellaneous,Investment Trusts/Mutual Funds,
BMAR,Innovator U.S. Equity Buffer ETF - March,Miscellaneous,Investment Trusts/Mutual Funds,
IBD,Inspire Corporate Bond Impact ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KRBN,KraneShares Global Carbon ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBMM,iShares iBonds Dec 2024 Term Muni Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FNX,First Trust Mid Cap Core AlphaDEX Fund,Miscellaneous,Investment Trusts/Mutual Funds,
HART,IQ Healthy Hearts ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VTI,Vanguard Total Stock Market ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PHDG,Invesco S&P 500 Downside Hedged ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ALTS,ProShares Morningstar Alternatives Solution ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HYEM,VanEck Emerging Markets High Yield Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
UFEB,Innovator U.S. Equity Ultra Buffer ETF - February,Miscellaneous,Investment Trusts/Mutual Funds,
TILT,FlexShares Mornigstar US Market Factors Tilt Index Fund ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ISEM,Invesco RAFI Strategic Emerging Markets ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MRSK,Toews Agility Shares Managed Risk ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FLUD,Franklin Liberty Ultra Short Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SHY,iShares 1-3 Year Treasury Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CHIH,Global X Funds Global X MSCI China Health Care ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HDG,ProShares Hedge Replication ETF,Miscellaneous,Investment Trusts/Mutual Funds,
XOP,SPDR S&P Oil & Gas Explor & Product,Miscellaneous,Investment Trusts/Mutual Funds,
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FV,First Trust Dorsey Wright Focus 5 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DEF,Invesco Defensive Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VFH,Vanguard Financials ETF,Miscellaneous,Investment Trusts/Mutual Funds,
AZBA,AllianzIM U.S. Large Cap Buffer20 Apr ETF,Miscellaneous,Investment Trusts/Mutual Funds,
THY,Toews Agility Shares Dynamic Tactical Income ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IWC,iShares Microcap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HRZN,Horizon Technology Finance Corporation,Miscellaneous,Investment Trusts/Mutual Funds,331232000
RNSC,Small Cap US Equity Select ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EDV,Vanguard Extended Duration Treasury ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IYY,iShares Dow Jones U.S. ETF,Miscellaneous,Investment Trusts/Mutual Funds,
GXTG,Global X Thematic Growth ETF,Miscellaneous,Investment Trusts/Mutual Funds,
OGIG,O'Shares Global Internet Giants ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MJXL,ETFMG 2X Daily Alternative Harvest ETF,Miscellaneous,Investment Trusts/Mutual Funds,
JPIN,JPMorgan Diversified Return International Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CHLD,LifeGoal Children Investment ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EWI,iShares Inc iShares MSCI Italy ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SAVN,LifeGoal General Conservative Investment ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DBEH,iM DBi Hedge Strategy ETF,Miscellaneous,Investment Trusts/Mutual Funds,
WFH,Direxion Work From Home ETF,Miscellaneous,Investment Trusts/Mutual Funds,
RXL,ProShares Ultra Health Care,Miscellaneous,Investment Trusts/Mutual Funds,
IYH,iShares U.S. Healthcare ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EEMS,Ishares MSCI Emerging Markets Small Cap Index Fund,Miscellaneous,Investment Trusts/Mutual Funds,
ISCF,iShares MSCI Intl Small-Cap Multifactor ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ACTV,LeaderShares Activist Leaders ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FMAR,FT Cboe Vest U.S. Equity Buffer ETF - March,Miscellaneous,Investment Trusts/Mutual Funds,
WBIG,WBI BullBear Yield 3000 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MJ,ETFMG Alternative Harvest ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EMQQ,Emerging Markets Internet and Ecommerce ETF (The),Miscellaneous,Investment Trusts/Mutual Funds,
VNQ,Vanguard Real Estate ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SCHM,Schwab U.S. Mid Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ONEY,SPDR Russell 1000 Yield Focus ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DFE,WisdomTree Europe SmallCap Dividend Fund,Miscellaneous,Investment Trusts/Mutual Funds,
JHMB,John Hancock Mortgage-Backed Securities ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PICB,Invesco International Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BLCN,Siren Nasdaq NexGen Economy ETF,Miscellaneous,Investment Trusts/Mutual Funds,
XLK,SPDR Select Sector Fund - Technology,Miscellaneous,Investment Trusts/Mutual Funds,
KBA,KraneShares Bosera MSCI China A ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MOTI,VanEck Morningstar International Moat ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CN,Xtrackers MSCI All China Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
QLS,IQ Hedge Long Short Tracker ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DTN,WisdomTree U.S. Dividend ex-Financials Fund,Miscellaneous,Investment Trusts/Mutual Funds,
ITB,iShares U.S. Home Construction ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BLDG,Cambria Global Real Estate ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DMXF,iShares ESG Advanced MSCI EAFE ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ILDR,First Trust Innovation Leaders ETF,Miscellaneous,Investment Trusts/Mutual Funds,
TAN,Invesco Solar ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EIRL,iShares Trust iShares MSCI Ireland ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VSL,Volshares Large Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FMAG,Fidelity Magellan ETF,Miscellaneous,Investment Trusts/Mutual Funds,
QCLR,Global X NASDAQ 100 Collar 95-110 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
EFAS,Global X MSCI SuperDividend EAFE ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SPXU,ProShares UltraPro Short S&P500,Miscellaneous,Investment Trusts/Mutual Funds,
KLDW,Knowledge Leaders Developed World ETF,Miscellaneous,Investment Trusts/Mutual Funds,
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",Miscellaneous,Investment Trusts/Mutual Funds,
IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BLOK,Amplify Transformational Data Sharing ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PBDM,Invesco PureBeta FTSE Developed ex-North America ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FCVT,First Trust SSI Strategic Convertible Securities ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VONG,Vanguard Russell 1000 Growth ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VFIN,Simplify Volt Fintech Disruption ETF,Miscellaneous,Investment Trusts/Mutual Funds,
USVM,VictoryShares USAA MSCI USA Small Cap Value Momentum ETF,Miscellaneous,Investment Trusts/Mutual Funds,
TYO,Direxion Daily 10-Yr Treasury Bear 3x Shrs,Miscellaneous,Investment Trusts/Mutual Funds,
PSMB,Invesco Balanced Multi-Asset Allocation ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BSCV,Invesco BulletShares 2031 Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
TDSE,Cabana Target Drawdown 16 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PJP,Invesco Dynamic Pharmaceuticals ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ILCB,iShares Morningstar Large-Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PTF,Invesco DWA Technology Momentum ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SLT,Pacer Salt High truBeta US Market ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SFYF,SoFi Social 50 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VTC,Vanguard Total Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KBWP,Invesco KBW Property & Casualty Insurance ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SIXA,6 Meridian Mega Cap Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MFUS,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PFIX,Simplify Interest Rate Hedge ETF,Miscellaneous,Investment Trusts/Mutual Funds,
WBII,WBI BullBear Global Income ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SPXT,ProShares S&P 500 Ex-Technology ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DDG,ProShares Short Oil & Gas,Miscellaneous,Investment Trusts/Mutual Funds,
VOO,Vanguard S&P 500 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MYY,ProShares Short MidCap400,Miscellaneous,Investment Trusts/Mutual Funds,
ERX,Direxion Energy Bull 2X Shares,Miscellaneous,Investment Trusts/Mutual Funds,
KESG,KraneShares MSCI China ESG Leaders Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KGRN,KraneShares MSCI China Clean Technology Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
LOWC,SPDR MSCI ACWI Low Carbon Target ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CSM,ProShares Large Cap Core Plus,Miscellaneous,Investment Trusts/Mutual Funds,
FNDB,Schwab Fundamental U.S. Broad Market Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KOKU,Xtrackers MSCI Kokusai Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CSML,IQ Chaikin U.S. Small Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VWID,Virtus WMC International Dividend ETF,Miscellaneous,Investment Trusts/Mutual Funds,
JOJO,ATAC Credit Rotation ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PSP,Invesco Global Listed Private Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
RAYC,Rayliant Quantamental China Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VO,Vanguard Mid-Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
JUSA,JPMorgan ActiveBuilders U.S. Large Cap Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",Miscellaneous,Investment Trusts/Mutual Funds,
RAFE,PIMCO RAFI ESG U.S. ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ZIG,The Acquirers Fund,Miscellaneous,Investment Trusts/Mutual Funds,
ESML,iShares ESG Aware MSCI USA Small-Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FPX,First Trust US Equity Opportunities ETF,Miscellaneous,Investment Trusts/Mutual Funds,
KBWB,Invesco KBW Bank ETF,Miscellaneous,Investment Trusts/Mutual Funds,
JHML,John Hancock Multifactor Large Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DWLD,Davis Fundamental ETF Trust Davis Select Worldwide ETF,Miscellaneous,Investment Trusts/Mutual Funds,
AZAA,AllianzIM U.S. Large Cap Buffer10 Apr ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MAGA,Point Bridge GOP Stock Tracker ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SPAB,SPDR Portfolio Aggregate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MAYZ,Listed Funds Trust TrueShares Structured Outcome (May) ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VTWG,Vanguard Russell 2000 Growth ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SCHI,Schwab 5-10 Year Corporate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CRAK,VanEck Oil Refiners ETF,Miscellaneous,Investment Trusts/Mutual Funds,
LCTU,BlackRock U.S. Carbon Transition Readiness ETF,Miscellaneous,Investment Trusts/Mutual Funds,
VPOP,Simplify Volt Pop Culture Disruption ETF,Miscellaneous,Investment Trusts/Mutual Funds,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,Miscellaneous,Investment Trusts/Mutual Funds,
SIXH,6 Meridian Hedged Equity-Index Option Strategy ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DLS,WisdomTree International SmallCap Fund,Miscellaneous,Investment Trusts/Mutual Funds,
ROSC,Hartford Multifactor Small Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FEBZ,TrueShares Structured Outcome (February) ETF,Miscellaneous,Investment Trusts/Mutual Funds,
NTSE,WisdomTree Trust WisdomTree Emerging Markets Efficient Core Fund,Miscellaneous,Investment Trusts/Mutual Funds,
KIE,SPDR S&P Insurance ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Miscellaneous,Investment Trusts/Mutual Funds,
MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,Miscellaneous,Investment Trusts/Mutual Funds,
BKLN,Invesco Senior Loan ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ILF,iShares Latin America 40 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ICF,iShares Cohen & Steers REIT ETF,Miscellaneous,Investment Trusts/Mutual Funds,
LTL,ProShares Ultra Telecommunications ProShares,Miscellaneous,Investment Trusts/Mutual Funds,
GTEK,Goldman Sachs Future Tech Leaders Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
QLV,FlexShares US Quality Low Volatility Index Fund,Miscellaneous,Investment Trusts/Mutual Funds,
IBTA,iShares iBonds Dec 2021 Term Treasury ETF,Miscellaneous,Investment Trusts/Mutual Funds,
GURU,Global X Guru Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HJPX,iShares Currency Hedged JPX-Nikkei 400 ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBB,iShares Biotechnology ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BUFD,FT Cboe Vest Fund of Deep Buffer ETF,Miscellaneous,Investment Trusts/Mutual Funds,
UMI,USCF Midstream Energy Income Fund ETF,Miscellaneous,Investment Trusts/Mutual Funds,
GBLD,Invesco MSCI Green Building ETF,Miscellaneous,Investment Trusts/Mutual Funds,
YYY,Amplify High Income ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DES,WisdomTree U.S. SmallCap Dividend Fund,Miscellaneous,Investment Trusts/Mutual Funds,
IBDQ,iShares iBonds Dec 2025 Term Corporate ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FXH,First Trust Health Care AlphaDEX,Miscellaneous,Investment Trusts/Mutual Funds,
PSFF,Pacer Swan SOS Fund of Funds ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BKCH,Global X Blockchain ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBBJ,Defiance Nasdaq Junior Biotechnology ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HYIN,WisdomTree Alternative Income Fund,Miscellaneous,Investment Trusts/Mutual Funds,
BFEB,Innovator U.S. Equity Buffer ETF - February,Miscellaneous,Investment Trusts/Mutual Funds,
ONEO,SPDR Russell 1000 Momentum Focus ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CBLS,Changebridge Capital Long/Short Equity ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DHS,WisdomTree U.S. High Dividend Fund,Miscellaneous,Investment Trusts/Mutual Funds,
HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HEGD,Swan Hedged Equity US Large Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ECON,Columbia Emerging Markets Consumer ETF,Miscellaneous,Investment Trusts/Mutual Funds,
CLSC,Cabana Target Leading Sector Conservative ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PAK,Global X MSCI Pakistan ETF,Miscellaneous,Investment Trusts/Mutual Funds,
OBOR,KraneShares MSCI One Belt One Road Index ETF,Miscellaneous,Investment Trusts/Mutual Funds,
QTAP,Innovator Growth Accelerated Plus ETF - April,Miscellaneous,Investment Trusts/Mutual Funds,
ESGS,Columbia Sustainable U.S. Equity Income ETF,Miscellaneous,Investment Trusts/Mutual Funds,
NOCT,Innovator Growth-100 Power Buffer ETF- October,Miscellaneous,Investment Trusts/Mutual Funds,
PLTL,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IAUM,iShares Gold Trust Micro iShares Gold Trust Micro ETV Shares representing,Miscellaneous,Investment Trusts/Mutual Funds,
UAE,iShares MSCI UAE ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SNSR,Global X Internet of Things ETF,Miscellaneous,Investment Trusts/Mutual Funds,
DMRE,DeltaShares S&P EM 100 & Managed Risk ETF,Miscellaneous,Investment Trusts/Mutual Funds,
GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Miscellaneous,Investment Trusts/Mutual Funds,
BAR,GraniteShares Gold Trust Shares of Beneficial Interest,Miscellaneous,Investment Trusts/Mutual Funds,
JRE,Janus Henderson U.S. Real Estate ETF,Miscellaneous,Investment Trusts/Mutual Funds,
NFTY,First Trust India Nifty 50 Equal Weight ETF,Miscellaneous,Investment Trusts/Mutual Funds,
WTMF,WisdomTree Managed Futures Strategy Fund,Miscellaneous,Investment Trusts/Mutual Funds,
AVDR,AVDR US LargeCap Leading ETF,Miscellaneous,Investment Trusts/Mutual Funds,
PSK,SPDR ICE Preferred Securities ETF,Miscellaneous,Investment Trusts/Mutual Funds,
SMDV,ProShares Russell 2000 Dividend Growers ETF,Miscellaneous,Investment Trusts/Mutual Funds,
IVSG,Invesco Select Growth ETF,Miscellaneous,Investment Trusts/Mutual Funds,
ERM,EquityCompass Risk Manager ETF,Miscellaneous,Investment Trusts/Mutual Funds,
MGC,Vanguard Mega Cap ETF,Miscellaneous,Investment Trusts/Mutual Funds,
FSMB,First Trust Short Duration Managed Municipal ETF,Miscellaneous,Investment Trusts/Mutual Funds,
NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Miscellaneous,Investment Trusts/Mutual Funds,
HEWU,iShares Currency Hedged MSCI,Miscellaneous,Investment Trusts/Mutual Funds,
